1	1	1	2026-09-06 21:24:00	11.36	62.9	2.84	25.7
2	1	1	2026-09-06 21:39:00	12.23	36.6	3.058	26.7
3	1	1	2026-09-06 21:54:00	11.92	45.6	2.98	26.8
4	1	1	2026-09-06 22:09:00	7.4	69.0	1.85	25.2
5	1	1	2026-09-06 22:24:00	13.14	39.6	3.285	25.8
6	1	1	2026-09-06 22:39:00	5.9	60.3	1.475	24.3
7	1	1	2026-09-06 22:54:00	5.42	38.9	1.355	24.2
8	1	1	2026-09-06 23:09:00	8.5	46.7	2.125	24.6
9	1	1	2026-09-06 23:24:00	13.49	30.5	3.373	28.4
10	1	1	2026-09-06 23:39:00	5.94	55.0	1.485	27.4
11	1	1	2026-09-06 23:54:00	12.38	56.2	3.095	27.8
12	1	1	2026-09-07 00:09:00	11.74	41.0	2.935	27.0
13	1	1	2026-09-07 00:24:00	9.65	47.9	2.413	27.0
14	1	1	2026-09-07 00:39:00	4.78	77.0	1.195	25.0
15	1	1	2026-09-07 00:54:00	10.25	51.5	2.562	25.7
16	1	1	2026-09-07 01:09:00	7.67	59.2	1.917	27.5
17	1	1	2026-09-07 01:24:00	6.67	21.4	1.667	24.0
18	1	1	2026-09-07 01:39:00	12.53	87.4	3.132	25.7
19	1	1	2026-09-07 01:54:00	9.73	65.4	2.433	25.0
20	1	1	2026-09-07 02:09:00	11.69	44.9	2.922	27.4
21	1	1	2026-09-07 02:24:00	8.88	71.6	2.22	27.6
22	1	1	2026-09-07 02:39:00	7.86	40.1	1.965	26.4
23	1	1	2026-09-07 02:54:00	5.59	31.7	1.397	26.5
24	1	1	2026-09-07 03:09:00	7.44	64.2	1.86	26.0
25	1	1	2026-09-07 03:24:00	12.35	25.0	3.087	25.5
26	1	1	2026-09-07 03:39:00	6.4	42.2	1.6	24.7
27	1	1	2026-09-07 03:54:00	6.79	65.1	1.698	24.7
28	1	1	2026-09-07 04:09:00	8.52	80.4	2.13	25.4
29	1	1	2026-09-07 04:24:00	9.93	87.6	2.482	26.0
30	1	1	2026-09-07 04:39:00	6.16	21.6	1.54	26.3
31	1	1	2026-09-07 04:54:00	10.91	85.8	2.728	27.3
32	1	1	2026-09-07 05:09:00	5.61	31.7	1.403	23.7
33	1	1	2026-09-07 05:24:00	5.91	81.5	1.478	25.6
34	1	1	2026-09-07 05:39:00	6.25	47.8	1.562	26.5
35	1	1	2026-09-07 05:54:00	7.84	38.4	1.96	24.4
36	1	1	2026-09-07 06:09:00	14.77	82.0	3.692	26.7
37	1	1	2026-09-07 06:24:00	12.78	39.9	3.195	27.5
38	1	1	2026-09-07 06:39:00	14.09	78.7	3.522	25.4
39	1	1	2026-09-07 06:54:00	22.07	80.2	5.518	28.5
40	1	1	2026-09-07 07:09:00	23.48	88.2	5.87	29.6
41	1	1	2026-09-07 07:24:00	24.85	51.1	6.213	31.7
42	1	1	2026-09-07 07:39:00	32.12	32.4	8.03	31.9
43	1	1	2026-09-07 07:54:00	34.2	64.5	8.55	32.2
44	1	1	2026-09-07 08:09:00	35.14	64.8	8.785	31.4
45	1	1	2026-09-07 08:24:00	34.44	57.8	8.61	33.3
46	1	1	2026-09-07 08:39:00	35.24	45.6	8.81	31.3
47	1	1	2026-09-07 08:54:00	32.71	20.0	8.178	32.9
48	1	1	2026-09-07 09:09:00	35.79	44.1	8.947	32.2
49	1	1	2026-09-07 09:24:00	24.89	84.5	6.223	31.6
50	1	1	2026-09-07 09:39:00	26.15	20.6	6.537	29.8
51	1	1	2026-09-07 09:54:00	21.06	36.2	5.265	26.9
52	1	1	2026-09-07 10:09:00	18.68	48.8	4.67	28.6
53	1	1	2026-09-07 10:24:00	16.09	31.4	4.022	28.7
54	1	1	2026-09-07 10:39:00	13.72	46.5	3.43	26.3
55	1	1	2026-09-07 10:54:00	12.21	36.8	3.053	27.9
56	1	1	2026-09-07 11:09:00	15.53	76.5	3.882	28.4
57	1	1	2026-09-07 11:24:00	8.57	72.0	2.143	27.2
58	1	1	2026-09-07 11:39:00	9.15	79.7	2.288	24.9
59	1	1	2026-09-07 11:54:00	7.55	64.6	1.887	26.2
60	1	1	2026-09-07 12:09:00	7.13	63.6	1.782	24.4
61	1	1	2026-09-07 12:24:00	4.56	23.5	1.14	25.2
62	1	1	2026-09-07 12:39:00	6.08	27.2	1.52	24.5
63	1	1	2026-09-07 12:54:00	11.12	70.9	2.78	25.5
64	1	1	2026-09-07 13:09:00	5.69	54.6	1.423	24.7
65	1	1	2026-09-07 13:24:00	7.25	76.0	1.812	27.7
66	1	1	2026-09-07 13:39:00	8.75	75.4	2.188	25.4
67	1	1	2026-09-07 13:54:00	12.47	86.6	3.118	25.1
68	1	1	2026-09-07 14:09:00	11.94	25.0	2.985	26.7
69	1	1	2026-09-07 14:24:00	6.54	78.9	1.635	26.8
70	1	1	2026-09-07 14:39:00	12.96	28.5	3.24	28.1
71	1	1	2026-09-07 14:54:00	7.88	74.0	1.97	25.6
72	1	1	2026-09-07 15:09:00	13.28	22.3	3.32	26.9
73	1	1	2026-09-07 15:24:00	14.59	56.5	3.647	29.3
74	1	1	2026-09-07 15:39:00	13.07	67.7	3.268	26.3
75	1	1	2026-09-07 15:54:00	13.39	64.0	3.348	25.3
76	1	1	2026-09-07 16:09:00	21.5	56.5	5.375	28.0
77	1	1	2026-09-07 16:24:00	21.29	33.9	5.322	30.5
78	1	1	2026-09-07 16:39:00	26.52	35.2	6.63	28.6
79	1	1	2026-09-07 16:54:00	27.68	42.7	6.92	29.1
80	1	1	2026-09-07 17:09:00	27.77	28.4	6.942	31.6
81	1	1	2026-09-07 17:24:00	28.67	22.9	7.168	31.8
82	1	1	2026-09-07 17:39:00	36.31	61.7	9.078	32.0
83	1	1	2026-09-07 17:54:00	35.22	31.0	8.805	30.6
84	1	1	2026-09-07 18:09:00	42.14	85.2	10.535	35.8
85	1	1	2026-09-07 18:24:00	43.12	24.2	10.78	34.6
86	1	1	2026-09-07 18:39:00	43.75	75.4	10.938	32.7
87	1	1	2026-09-07 18:54:00	38.14	88.7	9.535	34.1
88	1	1	2026-09-07 19:09:00	41.16	76.4	10.29	33.4
89	1	1	2026-09-07 19:24:00	33.0	68.2	8.25	31.1
90	1	1	2026-09-07 19:39:00	29.2	82.9	7.3	30.8
91	1	1	2026-09-07 19:54:00	28.62	40.6	7.155	31.5
92	1	1	2026-09-07 20:09:00	22.73	33.1	5.683	28.7
93	1	1	2026-09-07 20:24:00	24.61	39.3	6.152	31.1
94	1	1	2026-09-07 20:39:00	23.37	58.8	5.843	27.7
